Day,Location,Product,Planned_Shipment
5,Store_6,Product_12,13
5,Store_6,Product_13,0
5,Store_6,Product_14,7
5,Store_6,Product_15,8
5,Store_6,Product_16,4
5,Store_6,Product_17,9
5,Store_6,Product_18,18
5,Store_6,Product_19,7
5,Store_6,Product_20,12
5,Store_7,Product_1,8
5,Store_7,Product_2,10
5,Store_7,Product_3,4
5,Store_7,Product_4,6
5,Store_7,Product_5,7
5,Store_7,Product_6,6
5,Store_7,Product_7,11
5,Store_7,Product_8,7
5,Store_7,Product_9,11
5,Store_7,Product_10,6
5,Store_7,Product_11,12
5,Store_7,Product_12,11
5,Store_7,Product_13,6
5,Store_7,Product_14,13
5,Store_7,Product_15,9
5,Store_7,Product_16,7
5,Store_7,Product_17,7
5,Store_7,Product_18,5
5,Store_7,Product_19,12
5,Store_7,Product_20,8
5,Store_8,Product_1,9
5,Store_8,Product_2,17
5,Store_8,Product_3,9
5,Store_8,Product_4,7
5,Store_8,Product_5,9
5,Store_8,Product_6,2
5,Store_8,Product_7,0
5,Store_8,Product_8,4
5,Store_8,Product_9,2
5,Store_8,Product_10,11
5,Store_8,Product_11,11
5,Store_8,Product_12,8
5,Store_8,Product_13,9
5,Store_8,Product_14,10
5,Store_8,Product_15,7
5,Store_8,Product_16,7
5,Store_8,Product_17,14
5,Store_8,Product_18,4
5,Store_8,Product_19,16
5,Store_8,Product_20,9
5,Store_9,Product_1,14
5,Store_9,Product_2,11
5,Store_9,Product_3,3
5,Store_9,Product_4,8
5,Store_9,Product_5,2
5,Store_9,Product_6,13
5,Store_9,Product_7,9
5,Store_9,Product_8,7
5,Store_9,Product_9,8
5,Store_9,Product_10,12
5,Store_9,Product_11,14
5,Store_9,Product_12,8
5,Store_9,Product_13,7
5,Store_9,Product_14,9
5,Store_9,Product_15,12
5,Store_9,Product_16,10
5,Store_9,Product_17,11
5,Store_9,Product_18,12
5,Store_9,Product_19,5
5,Store_9,Product_20,10
5,Store_10,Product_1,5
5,Store_10,Product_2,12
5,Store_10,Product_3,14
5,Store_10,Product_4,13
5,Store_10,Product_5,8
5,Store_10,Product_6,12
5,Store_10,Product_7,10
5,Store_10,Product_8,12
5,Store_10,Product_9,19
5,Store_10,Product_10,7
5,Store_10,Product_11,13
5,Store_10,Product_12,19
5,Store_10,Product_13,0
5,Store_10,Product_14,14
5,Store_10,Product_15,13
5,Store_10,Product_16,9
5,Store_10,Product_17,2
5,Store_10,Product_18,8
5,Store_10,Product_19,14
5,Store_10,Product_20,13
5,Online Platform,Product_1,11
5,Online Platform,Product_2,8
5,Online Platform,Product_3,8
5,Online Platform,Product_4,8
5,Online Platform,Product_5,9
5,Online Platform,Product_6,13
5,Online Platform,Product_7,9
5,Online Platform,Product_8,8
5,Online Platform,Product_9,9
5,Online Platform,Product_10,11
5,Online Platform,Product_11,11
5,Online Platform,Product_12,9
5,Online Platform,Product_13,5
5,Online Platform,Product_14,8
5,Online Platform,Product_15,22
5,Online Platform,Product_16,10
5,Online Platform,Product_17,19
5,Online Platform,Product_18,9
5,Online Platform,Product_19,12
5,Online Platform,Product_20,8
6,Store_1,Product_1,8
6,Store_1,Product_2,10
6,Store_1,Product_3,8
6,Store_1,Product_4,4
6,Store_1,Product_5,17
6,Store_1,Product_6,5
6,Store_1,Product_7,11
6,Store_1,Product_8,8
6,Store_1,Product_9,18
6,Store_1,Product_10,12
6,Store_1,Product_11,11
6,Store_1,Product_12,8
6,Store_1,Product_13,5
6,Store_1,Product_14,2
6,Store_1,Product_15,11
6,Store_1,Product_16,12
6,Store_1,Product_17,1
6,Store_1,Product_18,18
6,Store_1,Product_19,14
6,Store_1,Product_20,5
6,Store_2,Product_1,1
6,Store_2,Product_2,9
6,Store_2,Product_3,9
6,Store_2,Product_4,11
6,Store_2,Product_5,7
6,Store_2,Product_6,5
6,Store_2,Product_7,14
6,Store_2,Product_8,7
6,Store_2,Product_9,7
6,Store_2,Product_10,10
6,Store_2,Product_11,11
6,Store_2,Product_12,5
6,Store_2,Product_13,10
6,Store_2,Product_14,11
6,Store_2,Product_15,12
6,Store_2,Product_16,4
6,Store_2,Product_17,14
6,Store_2,Product_18,10
6,Store_2,Product_19,9
6,Store_2,Product_20,9
6,Store_3,Product_1,7
6,Store_3,Product_2,9
6,Store_3,Product_3,8
6,Store_3,Product_4,10
6,Store_3,Product_5,2
6,Store_3,Product_6,7
6,Store_3,Product_7,6
6,Store_3,Product_8,7
6,Store_3,Product_9,12
6,Store_3,Product_10,8
6,Store_3,Product_11,7
6,Store_3,Product_12,3
6,Store_3,Product_13,8
6,Store_3,Product_14,13
6,Store_3,Product_15,8
6,Store_3,Product_16,8
6,Store_3,Product_17,9
6,Store_3,Product_18,10
6,Store_3,Product_19,1
6,Store_3,Product_20,11
6,Store_4,Product_1,12
6,Store_4,Product_2,12
6,Store_4,Product_3,5
6,Store_4,Product_4,12
6,Store_4,Product_5,6
6,Store_4,Product_6,15
6,Store_4,Product_7,8
6,Store_4,Product_8,7
6,Store_4,Product_9,11
6,Store_4,Product_10,7
6,Store_4,Product_11,10
6,Store_4,Product_12,3
6,Store_4,Product_13,1
6,Store_4,Product_14,5
6,Store_4,Product_15,9
6,Store_4,Product_16,3
6,Store_4,Product_17,5
6,Store_4,Product_18,6
6,Store_4,Product_19,7
6,Store_4,Product_20,15
6,Store_5,Product_1,10
6,Store_5,Product_2,4
6,Store_5,Product_3,11
6,Store_5,Product_4,12
6,Store_5,Product_5,10
6,Store_5,Product_6,10
6,Store_5,Product_7,13
6,Store_5,Product_8,7
6,Store_5,Product_9,14
6,Store_5,Product_10,4
6,Store_5,Product_11,7
6,Store_5,Product_12,14
6,Store_5,Product_13,4
6,Store_5,Product_14,4
6,Store_5,Product_15,13
6,Store_5,Product_16,8
6,Store_5,Product_17,8
6,Store_5,Product_18,4
6,Store_5,Product_19,10
6,Store_5,Product_20,11
6,Store_6,Product_1,12
6,Store_6,Product_2,13
6,Store_6,Product_3,11
6,Store_6,Product_4,10
6,Store_6,Product_5,12
6,Store_6,Product_6,12
6,Store_6,Product_7,7
6,Store_6,Product_8,13
6,Store_6,Product_9,11
6,Store_6,Product_10,6
6,Store_6,Product_11,8
6,Store_6,Product_12,7
6,Store_6,Product_13,0
6,Store_6,Product_14,7
6,Store_6,Product_15,10
6,Store_6,Product_16,9
6,Store_6,Product_17,8
6,Store_6,Product_18,8
6,Store_6,Product_19,7
6,Store_6,Product_20,8
6,Store_7,Product_1,12
6,Store_7,Product_2,11
6,Store_7,Product_3,4
6,Store_7,Product_4,12
6,Store_7,Product_5,9
6,Store_7,Product_6,6
6,Store_7,Product_7,14
6,Store_7,Product_8,10
6,Store_7,Product_9,11
6,Store_7,Product_10,14
6,Store_7,Product_11,11
6,Store_7,Product_12,8
6,Store_7,Product_13,6
6,Store_7,Product_14,9
6,Store_7,Product_15,11
6,Store_7,Product_16,11
6,Store_7,Product_17,11
6,Store_7,Product_18,11
6,Store_7,Product_19,11
6,Store_7,Product_20,9
6,Store_8,Product_1,9
6,Store_8,Product_2,16
6,Store_8,Product_3,10
6,Store_8,Product_4,11
6,Store_8,Product_5,12
6,Store_8,Product_6,2
6,Store_8,Product_7,0
6,Store_8,Product_8,4
6,Store_8,Product_9,12
6,Store_8,Product_10,11
6,Store_8,Product_11,6
6,Store_8,Product_12,8
6,Store_8,Product_13,12
6,Store_8,Product_14,6
6,Store_8,Product_15,13
6,Store_8,Product_16,10
6,Store_8,Product_17,9
6,Store_8,Product_18,11
6,Store_8,Product_19,15
6,Store_8,Product_20,11
6,Store_9,Product_1,3
6,Store_9,Product_2,9
6,Store_9,Product_3,3
6,Store_9,Product_4,14
6,Store_9,Product_5,12
6,Store_9,Product_6,10
6,Store_9,Product_7,4
6,Store_9,Product_8,16
6,Store_9,Product_9,9
6,Store_9,Product_10,7
6,Store_9,Product_11,10
6,Store_9,Product_12,5
6,Store_9,Product_13,9
6,Store_9,Product_14,13
6,Store_9,Product_15,8
6,Store_9,Product_16,6
6,Store_9,Product_17,9
6,Store_9,Product_18,4
6,Store_9,Product_19,13
6,Store_9,Product_20,8
6,Store_10,Product_1,5
6,Store_10,Product_2,10
6,Store_10,Product_3,11
6,Store_10,Product_4,6
6,Store_10,Product_5,10
6,Store_10,Product_6,11
6,Store_10,Product_7,10
6,Store_10,Product_8,10
6,Store_10,Product_9,13
6,Store_10,Product_10,9
6,Store_10,Product_11,12
6,Store_10,Product_12,14
6,Store_10,Product_13,0
6,Store_10,Product_14,9
6,Store_10,Product_15,10
6,Store_10,Product_16,10
6,Store_10,Product_17,2
6,Store_10,Product_18,14
6,Store_10,Product_19,8
6,Store_10,Product_20,13
6,Online Platform,Product_1,6
6,Online Platform,Product_2,11
6,Online Platform,Product_3,11
6,Online Platform,Product_4,10
6,Online Platform,Product_5,12
6,Online Platform,Product_6,11
6,Online Platform,Product_7,8
6,Online Platform,Product_8,7
6,Online Platform,Product_9,6
6,Online Platform,Product_10,13
6,Online Platform,Product_11,5
6,Online Platform,Product_12,6
6,Online Platform,Product_13,7
6,Online Platform,Product_14,14
6,Online Platform,Product_15,8
6,Online Platform,Product_16,11
6,Online Platform,Product_17,6
6,Online Platform,Product_18,8
6,Online Platform,Product_19,7
6,Online Platform,Product_20,15
7,Store_1,Product_1,10
7,Store_1,Product_2,6
7,Store_1,Product_3,9
7,Store_1,Product_4,9
7,Store_1,Product_5,6
7,Store_1,Product_6,7
7,Store_1,Product_7,10
7,Store_1,Product_8,15
7,Store_1,Product_9,10
7,Store_1,Product_10,9
7,Store_1,Product_11,6
7,Store_1,Product_12,9
7,Store_1,Product_13,5
7,Store_1,Product_14,2
7,Store_1,Product_15,9
7,Store_1,Product_16,9
7,Store_1,Product_17,1
7,Store_1,Product_18,7
7,Store_1,Product_19,9
7,Store_1,Product_20,10
7,Store_2,Product_1,1
7,Store_2,Product_2,8
7,Store_2,Product_3,12
7,Store_2,Product_4,14
7,Store_2,Product_5,8
7,Store_2,Product_6,18
7,Store_2,Product_7,12
7,Store_2,Product_8,8
7,Store_2,Product_9,4
7,Store_2,Product_10,7
7,Store_2,Product_11,7
7,Store_2,Product_12,16
7,Store_2,Product_13,5
7,Store_2,Product_14,11
7,Store_2,Product_15,19
7,Store_2,Product_16,10
7,Store_2,Product_17,10
7,Store_2,Product_18,13
7,Store_2,Product_19,3
7,Store_2,Product_20,7
7,Store_3,Product_1,9
7,Store_3,Product_2,15
7,Store_3,Product_3,12
7,Store_3,Product_4,7
7,Store_3,Product_5,2
7,Store_3,Product_6,14
7,Store_3,Product_7,6
7,Store_3,Product_8,8
7,Store_3,Product_9,8
7,Store_3,Product_10,9
7,Store_3,Product_11,5
7,Store_3,Product_12,3
7,Store_3,Product_13,12
7,Store_3,Product_14,11
7,Store_3,Product_15,13
7,Store_3,Product_16,8
7,Store_3,Product_17,5
7,Store_3,Product_18,10
7,Store_3,Product_19,1
7,Store_3,Product_20,12
7,Store_4,Product_1,11
7,Store_4,Product_2,5
7,Store_4,Product_3,11
7,Store_4,Product_4,16
7,Store_4,Product_5,7
7,Store_4,Product_6,8
7,Store_4,Product_7,10
7,Store_4,Product_8,11
7,Store_4,Product_9,11
7,Store_4,Product_10,10
7,Store_4,Product_11,9
7,Store_4,Product_12,3
7,Store_4,Product_13,1
7,Store_4,Product_14,5
7,Store_4,Product_15,7
7,Store_4,Product_16,3
7,Store_4,Product_17,12
7,Store_4,Product_18,9
7,Store_4,Product_19,11
7,Store_4,Product_20,4
7,Store_5,Product_1,16
7,Store_5,Product_2,4
7,Store_5,Product_3,10
7,Store_5,Product_4,11
7,Store_5,Product_5,7
7,Store_5,Product_6,9
7,Store_5,Product_7,12
7,Store_5,Product_8,4
7,Store_5,Product_9,7
7,Store_5,Product_10,13
7,Store_5,Product_11,9
7,Store_5,Product_12,14
7,Store_5,Product_13,7
7,Store_5,Product_14,11
7,Store_5,Product_15,9
7,Store_5,Product_16,10
7,Store_5,Product_17,9
7,Store_5,Product_18,13
7,Store_5,Product_19,14
7,Store_5,Product_20,14
7,Store_6,Product_1,9
7,Store_6,Product_2,10
7,Store_6,Product_3,8
7,Store_6,Product_4,8
7,Store_6,Product_5,8
7,Store_6,Product_6,9
7,Store_6,Product_7,8
7,Store_6,Product_8,9
7,Store_6,Product_9,12
7,Store_6,Product_10,6
7,Store_6,Product_11,7
7,Store_6,Product_12,7
7,Store_6,Product_13,0
7,Store_6,Product_14,6
7,Store_6,Product_15,9
7,Store_6,Product_16,15
7,Store_6,Product_17,9
7,Store_6,Product_18,11
7,Store_6,Product_19,7
7,Store_6,Product_20,6
7,Store_7,Product_1,9
7,Store_7,Product_2,9
7,Store_7,Product_3,4
7,Store_7,Product_4,13
7,Store_7,Product_5,10
7,Store_7,Product_6,6
7,Store_7,Product_7,15
7,Store_7,Product_8,10
7,Store_7,Product_9,9
7,Store_7,Product_10,13
7,Store_7,Product_11,7
7,Store_7,Product_12,16
7,Store_7,Product_13,9
7,Store_7,Product_14,14
7,Store_7,Product_15,7
7,Store_7,Product_16,9
7,Store_7,Product_17,9
7,Store_7,Product_18,6
7,Store_7,Product_19,6
7,Store_7,Product_20,8
7,Store_8,Product_1,9
7,Store_8,Product_2,3
7,Store_8,Product_3,9
7,Store_8,Product_4,7
7,Store_8,Product_5,15
7,Store_8,Product_6,2
7,Store_8,Product_7,0
7,Store_8,Product_8,4
7,Store_8,Product_9,13
7,Store_8,Product_10,6
7,Store_8,Product_11,9
7,Store_8,Product_12,8
7,Store_8,Product_13,13
7,Store_8,Product_14,8
7,Store_8,Product_15,11
7,Store_8,Product_16,9
7,Store_8,Product_17,10
7,Store_8,Product_18,7
7,Store_8,Product_19,5
7,Store_8,Product_20,14
7,Store_9,Product_1,12
7,Store_9,Product_2,11
7,Store_9,Product_3,3
7,Store_9,Product_4,8
7,Store_9,Product_5,7
7,Store_9,Product_6,7
7,Store_9,Product_7,12
7,Store_9,Product_8,4
7,Store_9,Product_9,11
7,Store_9,Product_10,8
7,Store_9,Product_11,16
7,Store_9,Product_12,10
7,Store_9,Product_13,5
7,Store_9,Product_14,9
7,Store_9,Product_15,6
7,Store_9,Product_16,11
7,Store_9,Product_17,10
7,Store_9,Product_18,5
7,Store_9,Product_19,9
7,Store_9,Product_20,12
7,Store_10,Product_1,5
7,Store_10,Product_2,12
7,Store_10,Product_3,17
7,Store_10,Product_4,7
7,Store_10,Product_5,11
7,Store_10,Product_6,8
7,Store_10,Product_7,10
7,Store_10,Product_8,6
7,Store_10,Product_9,11
7,Store_10,Product_10,9
7,Store_10,Product_11,13
7,Store_10,Product_12,9
7,Store_10,Product_13,0
7,Store_10,Product_14,5
7,Store_10,Product_15,9
7,Store_10,Product_16,9
7,Store_10,Product_17,2
7,Store_10,Product_18,5
7,Store_10,Product_19,10
7,Store_10,Product_20,13
7,Online Platform,Product_1,8
7,Online Platform,Product_2,12
7,Online Platform,Product_3,8
7,Online Platform,Product_4,11
7,Online Platform,Product_5,11
7,Online Platform,Product_6,12
7,Online Platform,Product_7,14
7,Online Platform,Product_8,12
7,Online Platform,Product_9,7
7,Online Platform,Product_10,8
7,Online Platform,Product_11,11
7,Online Platform,Product_12,7
7,Online Platform,Product_13,18
7,Online Platform,Product_14,10
7,Online Platform,Product_15,10
7,Online Platform,Product_16,3
7,Online Platform,Product_17,11
7,Online Platform,Product_18,7
7,Online Platform,Product_19,13
7,Online Platform,Product_20,10
8,Store_1,Product_1,7
8,Store_1,Product_2,13
8,Store_1,Product_3,12
8,Store_1,Product_4,11
8,Store_1,Product_5,7
8,Store_1,Product_6,10
8,Store_1,Product_7,15
8,Store_1,Product_8,8
8,Store_1,Product_9,8
8,Store_1,Product_10,9
8,Store_1,Product_11,9
8,Store_1,Product_12,16
8,Store_1,Product_13,6
8,Store_1,Product_14,2
8,Store_1,Product_15,4
8,Store_1,Product_16,10
8,Store_1,Product_17,1
8,Store_1,Product_18,9
8,Store_1,Product_19,14
8,Store_1,Product_20,9
8,Store_2,Product_1,1
8,Store_2,Product_2,16
8,Store_2,Product_3,17
8,Store_2,Product_4,10
8,Store_2,Product_5,11
8,Store_2,Product_6,8
8,Store_2,Product_7,9
8,Store_2,Product_8,12
8,Store_2,Product_9,4
8,Store_2,Product_10,11
8,Store_2,Product_11,13
8,Store_2,Product_12,15
8,Store_2,Product_13,8
8,Store_2,Product_14,6
8,Store_2,Product_15,11
8,Store_2,Product_16,16
8,Store_2,Product_17,11
8,Store_2,Product_18,4
8,Store_2,Product_19,11
8,Store_2,Product_20,13
8,Store_3,Product_1,16
8,Store_3,Product_2,10
8,Store_3,Product_3,16
8,Store_3,Product_4,10
8,Store_3,Product_5,2
8,Store_3,Product_6,13
8,Store_3,Product_7,6
8,Store_3,Product_8,11
8,Store_3,Product_9,15
8,Store_3,Product_10,7
8,Store_3,Product_11,13
8,Store_3,Product_12,3
8,Store_3,Product_13,10
8,Store_3,Product_14,11
8,Store_3,Product_15,11
8,Store_3,Product_16,8
8,Store_3,Product_17,11
8,Store_3,Product_18,7
8,Store_3,Product_19,1
8,Store_3,Product_20,10
8,Store_4,Product_1,12
8,Store_4,Product_2,9
8,Store_4,Product_3,7
8,Store_4,Product_4,9
8,Store_4,Product_5,7
8,Store_4,Product_6,10
8,Store_4,Product_7,14
8,Store_4,Product_8,10
8,Store_4,Product_9,4
8,Store_4,Product_10,3
8,Store_4,Product_11,10
8,Store_4,Product_12,3
8,Store_4,Product_13,1
8,Store_4,Product_14,5
8,Store_4,Product_15,10
8,Store_4,Product_16,3
8,Store_4,Product_17,10
8,Store_4,Product_18,11
8,Store_4,Product_19,10
8,Store_4,Product_20,6
8,Store_5,Product_1,17
8,Store_5,Product_2,12
8,Store_5,Product_3,9
8,Store_5,Product_4,5
8,Store_5,Product_5,13
8,Store_5,Product_6,10
8,Store_5,Product_7,13
8,Store_5,Product_8,8
8,Store_5,Product_9,14
8,Store_5,Product_10,9
8,Store_5,Product_11,21
8,Store_5,Product_12,13
8,Store_5,Product_13,12
8,Store_5,Product_14,11
8,Store_5,Product_15,4
8,Store_5,Product_16,6
8,Store_5,Product_17,10
8,Store_5,Product_18,6
8,Store_5,Product_19,9
8,Store_5,Product_20,9
8,Store_6,Product_1,10
8,Store_6,Product_2,9
8,Store_6,Product_3,11
8,Store_6,Product_4,10
8,Store_6,Product_5,11
8,Store_6,Product_6,12
8,Store_6,Product_7,9
8,Store_6,Product_8,11
8,Store_6,Product_9,12
8,Store_6,Product_10,11
8,Store_6,Product_11,6
8,Store_6,Product_12,9
8,Store_6,Product_13,0
8,Store_6,Product_14,7
8,Store_6,Product_15,16
8,Store_6,Product_16,10
8,Store_6,Product_17,10
8,Store_6,Product_18,9
8,Store_6,Product_19,7
8,Store_6,Product_20,11
8,Store_7,Product_1,9
8,Store_7,Product_2,15
8,Store_7,Product_3,4
8,Store_7,Product_4,7
8,Store_7,Product_5,8
8,Store_7,Product_6,6
8,Store_7,Product_7,11
8,Store_7,Product_8,5
8,Store_7,Product_9,10
8,Store_7,Product_10,8
8,Store_7,Product_11,13
8,Store_7,Product_12,11
8,Store_7,Product_13,14
8,Store_7,Product_14,11
8,Store_7,Product_15,8
8,Store_7,Product_16,3
8,Store_7,Product_17,15
8,Store_7,Product_18,7
8,Store_7,Product_19,14
8,Store_7,Product_20,12
8,Store_8,Product_1,8
8,Store_8,Product_2,8
8,Store_8,Product_3,19
8,Store_8,Product_4,6
8,Store_8,Product_5,12
8,Store_8,Product_6,2
8,Store_8,Product_7,0
8,Store_8,Product_8,4
8,Store_8,Product_9,7
8,Store_8,Product_10,8
8,Store_8,Product_11,9
8,Store_8,Product_12,8
8,Store_8,Product_13,4
8,Store_8,Product_14,5
8,Store_8,Product_15,8
8,Store_8,Product_16,14
8,Store_8,Product_17,13
8,Store_8,Product_18,12
8,Store_8,Product_19,10
8,Store_8,Product_20,10
8,Store_9,Product_1,8
8,Store_9,Product_2,14
8,Store_9,Product_3,3
8,Store_9,Product_4,8
8,Store_9,Product_5,6
8,Store_9,Product_6,12
8,Store_9,Product_7,6
8,Store_9,Product_8,12
8,Store_9,Product_9,14
8,Store_9,Product_10,10
8,Store_9,Product_11,12
8,Store_9,Product_12,11
8,Store_9,Product_13,12
8,Store_9,Product_14,12
8,Store_9,Product_15,14
8,Store_9,Product_16,5
8,Store_9,Product_17,14
8,Store_9,Product_18,11
8,Store_9,Product_19,8
8,Store_9,Product_20,9
8,Store_10,Product_1,5
8,Store_10,Product_2,10
8,Store_10,Product_3,14
8,Store_10,Product_4,10
8,Store_10,Product_5,11
8,Store_10,Product_6,9
8,Store_10,Product_7,7
8,Store_10,Product_8,11
8,Store_10,Product_9,10
8,Store_10,Product_10,13
8,Store_10,Product_11,8
8,Store_10,Product_12,15
8,Store_10,Product_13,0
8,Store_10,Product_14,9
8,Store_10,Product_15,6
8,Store_10,Product_16,16
8,Store_10,Product_17,2
8,Store_10,Product_18,8
8,Store_10,Product_19,11
8,Store_10,Product_20,5
8,Online Platform,Product_1,3
8,Online Platform,Product_2,13
8,Online Platform,Product_3,9
8,Online Platform,Product_4,10
8,Online Platform,Product_5,14
8,Online Platform,Product_6,13
8,Online Platform,Product_7,7
8,Online Platform,Product_8,5
8,Online Platform,Product_9,8
8,Online Platform,Product_10,9
8,Online Platform,Product_11,13
8,Online Platform,Product_12,13
8,Online Platform,Product_13,8
8,Online Platform,Product_14,7
8,Online Platform,Product_15,7
8,Online Platform,Product_16,8
8,Online Platform,Product_17,9
8,Online Platform,Product_18,15
8,Online Platform,Product_19,8
8,Online Platform,Product_20,17
9,Store_1,Product_1,8
9,Store_1,Product_2,8
9,Store_1,Product_3,13
9,Store_1,Product_4,11
9,Store_1,Product_5,7
9,Store_1,Product_6,10
9,Store_1,Product_7,17
9,Store_1,Product_8,14
9,Store_1,Product_9,14
9,Store_1,Product_10,10
9,Store_1,Product_11,7
9,Store_1,Product_12,8
9,Store_1,Product_13,9
9,Store_1,Product_14,2
9,Store_1,Product_15,6
9,Store_1,Product_16,10
9,Store_1,Product_17,1
9,Store_1,Product_18,6
9,Store_1,Product_19,5
9,Store_1,Product_20,9
9,Store_2,Product_1,1
9,Store_2,Product_2,6
9,Store_2,Product_3,9
9,Store_2,Product_4,8
9,Store_2,Product_5,7
9,Store_2,Product_6,13
9,Store_2,Product_7,8
9,Store_2,Product_8,11
9,Store_2,Product_9,6
9,Store_2,Product_10,13
9,Store_2,Product_11,6
9,Store_2,Product_12,7
9,Store_2,Product_13,11
9,Store_2,Product_14,12
9,Store_2,Product_15,13
9,Store_2,Product_16,10
9,Store_2,Product_17,6
9,Store_2,Product_18,14
9,Store_2,Product_19,12
9,Store_2,Product_20,12
9,Store_3,Product_1,7
9,Store_3,Product_2,4
9,Store_3,Product_3,8
9,Store_3,Product_4,15
9,Store_3,Product_5,2
9,Store_3,Product_6,7
9,Store_3,Product_7,6
9,Store_3,Product_8,10
9,Store_3,Product_9,7
9,Store_3,Product_10,15
9,Store_3,Product_11,9
9,Store_3,Product_12,3
9,Store_3,Product_13,14
9,Store_3,Product_14,7
9,Store_3,Product_15,7
9,Store_3,Product_16,8
9,Store_3,Product_17,9
9,Store_3,Product_18,11
9,Store_3,Product_19,1
9,Store_3,Product_20,9
9,Store_4,Product_1,9
9,Store_4,Product_2,16
9,Store_4,Product_3,12
9,Store_4,Product_4,14
9,Store_4,Product_5,3
9,Store_4,Product_6,12
9,Store_4,Product_7,12
9,Store_4,Product_8,11
9,Store_4,Product_9,12
9,Store_4,Product_10,7
9,Store_4,Product_11,12
9,Store_4,Product_12,3
9,Store_4,Product_13,1
9,Store_4,Product_14,5
9,Store_4,Product_15,9
9,Store_4,Product_16,3
9,Store_4,Product_17,7
9,Store_4,Product_18,14
9,Store_4,Product_19,6
9,Store_4,Product_20,11
9,Store_5,Product_1,11
9,Store_5,Product_2,11
9,Store_5,Product_3,15
9,Store_5,Product_4,8
9,Store_5,Product_5,11
9,Store_5,Product_6,10
9,Store_5,Product_7,8
9,Store_5,Product_8,5
9,Store_5,Product_9,14
9,Store_5,Product_10,9
9,Store_5,Product_11,12
9,Store_5,Product_12,11
9,Store_5,Product_13,7
9,Store_5,Product_14,8
9,Store_5,Product_15,10
9,Store_5,Product_16,6
9,Store_5,Product_17,10
9,Store_5,Product_18,11
9,Store_5,Product_19,9
9,Store_5,Product_20,15
9,Store_6,Product_1,11
9,Store_6,Product_2,12
9,Store_6,Product_3,11
9,Store_6,Product_4,10
9,Store_6,Product_5,10
9,Store_6,Product_6,13
9,Store_6,Product_7,5
9,Store_6,Product_8,11
9,Store_6,Product_9,8
9,Store_6,Product_10,15
9,Store_6,Product_11,8
9,Store_6,Product_12,12
9,Store_6,Product_13,0
9,Store_6,Product_14,7
9,Store_6,Product_15,9
9,Store_6,Product_16,7
9,Store_6,Product_17,10
9,Store_6,Product_18,4
9,Store_6,Product_19,5
9,Store_6,Product_20,5
9,Store_7,Product_1,9
9,Store_7,Product_2,8
9,Store_7,Product_3,4
9,Store_7,Product_4,8
9,Store_7,Product_5,5
9,Store_7,Product_6,6
9,Store_7,Product_7,12
9,Store_7,Product_8,11
9,Store_7,Product_9,10
9,Store_7,Product_10,8
9,Store_7,Product_11,16
9,Store_7,Product_12,11
9,Store_7,Product_13,7
9,Store_7,Product_14,14
9,Store_7,Product_15,10
9,Store_7,Product_16,9
9,Store_7,Product_17,16
9,Store_7,Product_18,6
9,Store_7,Product_19,13
9,Store_7,Product_20,14
9,Store_8,Product_1,15
9,Store_8,Product_2,6
9,Store_8,Product_3,8
9,Store_8,Product_4,13
9,Store_8,Product_5,7
9,Store_8,Product_6,2
9,Store_8,Product_7,0
9,Store_8,Product_8,4
9,Store_8,Product_9,11
9,Store_8,Product_10,5
9,Store_8,Product_11,15
9,Store_8,Product_12,8
9,Store_8,Product_13,16
9,Store_8,Product_14,14
9,Store_8,Product_15,9
9,Store_8,Product_16,8
9,Store_8,Product_17,12
9,Store_8,Product_18,16
9,Store_8,Product_19,4
9,Store_8,Product_20,8
9,Store_9,Product_1,9
9,Store_9,Product_2,9
9,Store_9,Product_3,3
9,Store_9,Product_4,13
9,Store_9,Product_5,11
9,Store_9,Product_6,12
9,Store_9,Product_7,4
9,Store_9,Product_8,10
9,Store_9,Product_9,8
9,Store_9,Product_10,12
9,Store_9,Product_11,11
9,Store_9,Product_12,9
9,Store_9,Product_13,9
9,Store_9,Product_14,12
9,Store_9,Product_15,9
9,Store_9,Product_16,15
9,Store_9,Product_17,11
9,Store_9,Product_18,14
9,Store_9,Product_19,10
9,Store_9,Product_20,5
9,Store_10,Product_1,5
9,Store_10,Product_2,10
9,Store_10,Product_3,14
9,Store_10,Product_4,13
9,Store_10,Product_5,10
9,Store_10,Product_6,10
9,Store_10,Product_7,8
9,Store_10,Product_8,6
9,Store_10,Product_9,13
9,Store_10,Product_10,7
9,Store_10,Product_11,10
9,Store_10,Product_12,15
9,Store_10,Product_13,0
9,Store_10,Product_14,12
9,Store_10,Product_15,7
9,Store_10,Product_16,6
9,Store_10,Product_17,2
9,Store_10,Product_18,15
9,Store_10,Product_19,10
9,Store_10,Product_20,9
9,Online Platform,Product_1,15
9,Online Platform,Product_2,18
9,Online Platform,Product_3,9
9,Online Platform,Product_4,18
9,Online Platform,Product_5,11
9,Online Platform,Product_6,8
9,Online Platform,Product_7,11
9,Online Platform,Product_8,6
9,Online Platform,Product_9,10
9,Online Platform,Product_10,8
9,Online Platform,Product_11,17
9,Online Platform,Product_12,17
9,Online Platform,Product_13,10
9,Online Platform,Product_14,7
9,Online Platform,Product_15,12
9,Online Platform,Product_16,10
9,Online Platform,Product_17,9
9,Online Platform,Product_18,10
9,Online Platform,Product_19,7
9,Online Platform,Product_20,12
10,Store_1,Product_1,9
10,Store_1,Product_2,6
